text,isAbuse
스팀으로 사출기 만들면 꽤 많은 공간을 차치하고 그 공간만큼 더 적재공간을 늘려야 함,0
이런 세상이 다 있나 싶다,0
관습으로 일할 거면 경찰 왜 뽑누,0
퇴직자 단체로 소송 걸면 회사 ㅈ함,0
처음에는 호기심을 자극하고,0
혼내줬내 잘했다 ㅇㅂ,0
군대랑 똑같은 데,0
뭘 좀 아노,0
딱 봐도 우회전 같이 보이구먼,0
썅년지 꼴리는 대로 마리오네트질할 년임,1
해결의 의지가 안 보이는 일본이군요ㅋ,0
두 번째 한 개의 증명서 오픈하면서기,0
아주 지랄싼 다 딸 사춘기 오면 애미 애비보다 친구랑만 놀음ㅋㅋ,1
퇴직급이 아니라 공제금이라니까,0
존 나구라 치고 앉았노 이기야 ㅋㅋ 세월호 타러 가라이기야 돈 더 많이 준다,1
백두산도 질 수 없뜸 터져라,0
이유 파악도 못하고,0
독일이라 하면 되지 바이 마르 이러고 있네,0
갑옷은 일본 갑옷 군복은 나치 독일군 장교복,0
재밌게 건강하게 오래오래 사세요,0
솔직히 얘왜 욕먹는지 전혀 이해 안됨 진지빨면서 공부 못하면 기술 배워서 공장이나가라 이런 식도 아니고 그냥 농담하듯이 드립 날린 걸 쿵쾅이들이 단체로 마녀사냥하듯이 너무 공격하는 거 같음 영상 보면 별거 아닌데 기사 내용들이 너무 자극적 임직업 비하이런식으로써대니깐 그냥 암 것도 모르는 사람들은 거기에선동당하는 듯,1
맞습니다 맞고요,0
우리가 평소에 일반적인 질환들은 건강보험이 어느 정도 다 커버를 해주기 때문에,0
생각으로 끝내 라 이때 다라고 확신해 놓고 안 오면 무신론자들은 또 지랄하네ㅋㅋㅋ하면서 더더욱 안 믿게 되겠지,1
도쿄시 1년 예산대한민국 전체 예산,0
갓병우ㅇㅂ,0
잭슨 진짜 존 잘이다,0
진보팔이 기회주의자,1
기술직 천시가 조선을 패망으로 이끌었는데 그놈의 또 라 이 같은 사상이 아직도 남았어 시발이 조선이란 나라는 레벨에서 영원히 안 될 거다,1
곧 제삿밥 얻어먹을 나이라 그런가 봄,1
ㅂㅅ 용접은 몸 상하잖아 동사무소 공무원은 월급 루팡이 다 인원도 많으면 더 꿀이지 용접하다 장애인된 사람이 한둘이냐 사회적 인식도 ㅆㅎㅌㅊ,1
탄력 있고 빵빵한 여승무원의 엉덩이가 나의 우람한 어깨 근육에 비벼질 때의 그 느낌여승무원도 그걸 즐기는지 가끔 지나가면서 문지르며 가더라,1
죽음으로 보답받길,0
걍집에서 먹지 돈 아깝다 왜 저런 걸 사먹노,0
응니도 처단됨ㅅㄱ,1
한 민관존 잘이네,0
이것처럼 진중권은 몇 개월 전 사실도 제대로 모르면서 그걸 맞다고 발악발악우기고 있을 뿐임,0
일본 도둑,0
진핑이 닮았네 주머니 손넣다 걸린 표정 나만 그럼,0
안 줘 돌아가,0
나도 민속놀이 하고 싶다,0
권고대로 코로나 19로 불러라,0
500급 카라반 같은 데 일반 주차 라인에 주차가 가능한가요,0
이런 포맷,0
돈 없어서 얼마 벌지는 못하겟지만 그래도 10억 이상은 벌었을 듯,0
팔라우는 남태평양 쪽 작은 섬나라,0
재는 관련 직종인 듯,0
아닥니첨부터 영어만 써놓고 ㅋㅋ 정신 승리 추하노,1
원래 집이 작으면 커 보이는 거란 다 ㅋㅋ,0
난,0
여성 우위고 뭐고 결혼 자체를 안함,0
다 까끼 마사오는 밤꽃향기를 좋아했지,0
그리고 나홍어 아니다 내가 쓴 글 정독해 봐라 이기야,1
와 이런 중고딩이 쓴 거 같은 개무식 한 개 똥글도 일베가 고일베ㅈ햇네ㄹㅇ,1
흠 그것 자체가 매국노 인건아냐 그라고 특이점도 최소 30년은 지나야 올 것 같더만 애초에 많은 사람들이 살기 힘들어 한다면 그 국가는 절대 선진국이 아니야,1
30에 공장 가겟네ㅠ,0
ㅋㅋ난 24살 군인이데개백수련한 심하네ㅋㅋ,1
걍실축강팀인 애들이 상위권이 네 게임이랑 실축은 전혀 다른 데에 이바르가 우승할 수도 있는 거고 ㅋㅋ,0
니말대로 친구 하나 사귀고가는 게 더 유익하고 재미있을 거 같긴 하다,0
아주대 의대생이면 인정 고3이 먼 뒤진다,0
좆 같은 니거쉐끼,1
또 시작이 가 ㅋㅋ,0
제대로 수사하려 나 모르겠네,0
ㅇㅈ좆댔음ㅠ,1
여기서도 문재앙이 지랄들 하네 정치병에 반데문재인 싫은 건 나도 싫은데 굳이 여기에서까지 ㅈㄹ을,1
계속 오르니 잘 안팜ㅈㄴ 싸게 내놓던가 그런 다 이번에 24평 25억에도 사는 거나옴,1
느 검은 내가 지켜주마,1
일본에 도 난쟁이 나왔었잖ㅋㅋ,1
저번에 키스방 갔는데 얼굴은 ㅍㅅㅌㅊ 어린 여자고 딱 저거랑 비슷한 몸매에 피부 ㅆㅅㅌㅊ 나왔는데 진짜 한 시간이 황홀하더라,1
미니가 훨씬 잘 먹힘,0
동물적 직감이란 게 있는 거 같음,0
숏패딩 ㅋㅋ나클론임 슬랙스 반스조합이상으로 클론임,1
즐긴 만큼 고통을 감내하거라 아마 평생 주홍글씨로 남을 듯,0
농사보다 사냥이 먼 전데 기간은 개가 더 길지,0
흐아ㅅㅂ 당장 흙동네 집 알아보러 간다,1
병신,1
오늘부로 용접공이미지떡상하냐,0
오바마 대통령은 왜 우리가 한국의학구열을 배워야 되는지에 대해 여기에 이유가 있다라고 했다 대강 이런 뜻 아닌가,0
깜빡이도 켜져 있구만,0
야 일반티비 최상급이 최저등급이랑동급 이야 그라인 위로 708090 있는 거고 75인치 80이 250인데 로컬 디밍도 없는 저거 얼마에 삼,0
맞는 말,0
ㅇㅇ 느금마기생충구더기곱 등이 연가시엑시구아바퀴벌레시궁창 쥐 새끼들한테 애미 애비가 창자까지 돌림빵 쳐당한 유사인 류씹김치년에 미 뒤진 걸레갈 보개 씹창년 허벌보지니 미씹창좆 물통을 사시미로 토막내고도려낸 다음에 마체테로 찢어 죽여버릴 육변기 개갈 보지 씹창년 새끼 ㅋㅋ그리고 그 시체를 닭 모이통에 다 쑤셔쳐 갈아버린 다음에 니애비십이지장에 다 뼈 채로 쑤셔 박아버릴 육변기 개갈 보지 씹창년 새끼 ㅋㅋ,1
그래도 집에서 놀지는 않으니까 별 상관없긴 해,0
멍석 말이의 민족 실토할 때까지 팬다 그게 일상이었다,0
잘 빠는 여자 구별법이나 특징 머냐 입술 두꺼우면 잘 빰,1
20190625961680511 선동이 다 3심에서 유죄라고 다시 2심 내려 보냄,0
ㅇㅇ 일단 희망을 갖고 싸우면 이긴다고 본다,0
고급 인력,0
지금 연락하는 여자랑 폰 섹엄청 많이 했는데 만나서 호텔 들어가서 침대에 서 로마주 보고 앉은 다음에 핸드폰 잡고 서로 쳐다보면서 폰섹 하자고 했더니 아엄청 부끄러워 ㅎㅎ하면서 좋아하는데 또 야하게 할 만한 거 뭐 있을까 무선 바이브레이터 같은 거사서 끼고 밖에 나가서 해볼까,1
전라도 도 틀 딱들이 있을 텐데 나이쳐먹고도 문재인 빠는 거 보면 연식을 똥구멍으로 먹은 게 사실상 맞음,1
달창단임,0
폴라도개 새끼들에 비해서는 터키는 양반 중의 양반 임그 새끼들은 입으로라도 형제국이라 하지,1
ㅋㅋ그러다 돌려보고 악성 민원인으로 찍힐라,0
리뷰 관리 꼼꼼하게 하는 곳도 있더라,0
얘 말하는 거 너무 커 여웡입에 내꺼물리고 시펑,1
제발 부탁인데 가만히 있길 ㅡㅡ,0
중립이라 하는 거 보니 ㅇㅈㅅ 네 강사 중에 자기가 중립이라고 말하는 건 한 명밖에 없을 껄ㅋㅋ지들이 보수라고 말함,0
돈은 뭐 내가 술 담배 안 하니까 고대로 다 모았고,0
캠리 하브도 200 할인 있다이기야 음연비야차 크기가 있으니 캠리가 좋다 쳐도 그랜저 159 마력이 노소나타도 160마력대로 힘딸린다는데 그랜저는 159 마력이 노캠리는 178 마력이고 흠글쎄,0
단교하자,0
그렇지만은 않다운동으로 충분히 재활치료 가능,0
우리 몸 안중 스트레스 아닌 게 있음,0
안착해졌노,0
하트랑 크로버그려진 거는 뭐냐,0
매드아이냥이화장실 모래 통 냄새 엄청난 대,0
복도 쪽에 앉으면 어깨나 허벅지에 승무원들 지나갈 때 스친다 다만 안 좋은 점은 개매 너승객들이 치고 지나 다녀서 간신히 잠들었다가 깬다는 거,0
ㅋㅋㅋ 인 강강사랑 용접공은 갭이크 지ㅋㅋㅋ,0
하긴 니들이 사람 색히들이냐,1
햄버거 많이 먹으면 종기남,0
자기 남친 자랑하는 거 네 글쓴 여자 속 마음은 난 내 남자친구가 청소하고 밥하고 설거지하고 다함 존 나부럽지이년들아 ㅋㅋㅋ 거임,1
중앙대면 1등급인데 ㅋㅋㅋ,0
애재워 놓고 갈 정도는 아닌데,0
닥쳐 ㄴㄷㅎ,1
5ㅐ월 정도 막아주면,0
꼬추헐겠다,1
어디 가세요 ㅜㅜ,0
실제로 김대중이라고 했는데 김재중이라고 한 거라고 구라친 거라는 생각은 안 해봣노,1
집 앞 하수도에 사는 바퀴벌레 신경 안 쓰듯 눈앞에만 안 나타나 믄된 데이,0
어디서 교과서 들고 나와서 받아 적고 있ㅋㅋ,1
ㅈㅎ,0
개터졌ㅋ,0
씨바알 노무노 무술프노 오늘 저녁은 꽂 등심이 다ㅠㅜ,1
이게 유명한 사기냐별 거지 같은 놈들도 다 있노 50만원짜리 벽돌이 노,1
준 라보 이름참,0
넌일제의 불합리성까지 빨게 되는 거지 이빡대가리혐한 일뽕 새끼 ㅋㅋ,1
양복에 눈까 리만 있는 거개 웃기네ㅋㅋㅋ,0
테팔샀냐,0
이번에 현대차 엔진 열효율 40프로 잡았다더라 대단한 결과물임,0
근데 수사권이 넘어가면 어떤 이유 때문에 국민만 힘들어지노 이야기좀,0
1절만 해라존 나처 맞기 전에,1
프롬프터가 어딨는 데,0
시험 출신이고 나발이고다 조져야 함ㅋ,1
6565의 23배면 130195 이런 식으로,0
한 달쯤 전에 돈이 필요해서 천주팔았는데 그때 54600인가 그랬는데 5백 손해본 거 같아 억울하다 이기,0
헌법을 김제동한테 배우는 데 저 정도면 화려한 패널 맞다,0
노예ㅇㅂ,0
난 취중 고백 이런 거 존 나이 해안감술 취해 도 난 어느 정도 뇌는 컨트롤되던데 몸은 안 따라줘도,1
ㅈ은 아메리카 요가 본점이든지점이든 ㅈ길 바란다,1
꼭 보면 엠생백수모 쏠아다 그지 새 키일수록 얼굴에 집착을 하더라 ㅋㅋㅋ,1
한양대 안산 좀 업그레이드해줘 제발 부탁,0
조안양씨 성은 피해라,0
니들 때문에 나라 작살 난 거안 보이냐,0
솔까까는 건 좌좀 이제 맛이 지깔게 노무 많거든,1
그럼 넌 과거 박정희 정부도 부정하는 거네병신 새끼야ㅋㅋㅋ그리고 빤스런 씨 발 7 시절라도 식 정신 승리 지렸노씨 발년이 김대중 개새끼부터 해보자 그리고 병신아프랑스는 마크롱이 우파인데 뭔 좌파 복지야 병신 새끼가 그리스가 포퓰리즘으로 좇망한 팩트는 절라도 염전에 다 팔았노 이태리도 좌파 ㅈㄹ하다 망해서 짱깨한테 털리는 데니씨 발분탕이 지ㅋ,1
슬쩍 얘기 중에 권 시장 얘기하면 몰라 요 ㅋㅋㅋ,0
근데 저말 듣고 대학 포기하고 용접 배워 호주가면 현실적으로 인생발전하는 건 사실이지,0
대한민국 권력서열 1위가 총장인 줄 알았더니만,0
다중이 부 캐신고 완료 엠창 새끼 ㅂㄷㅂㄷ다완전 좆망했노 ㅋㅋ,1
ㅇㅇ,0
힘들다고 휴직계를 내도 그 업무가 돌아간다는 게 바로 그만큼 쓸모없는 공무원들이 많다는 것 아니냐,0
이 개씹새끼 감성팔이로 일베 두 번 왔네 딸 팔아서 일베 렙업 하려는 호로 새끼 ㅋㅋㅋㅁㅈㅎ 쳐먹어라,1
거 참 상황 머중이 스럽네,1
10대별로 없는 것 같은 ㅋㅋ,0
무인도 되뿌라,0
찐따는 ㅇㅂ,1
어디 가 서민 폐끼치고,0
그 딴 거 필요 없어 남이 알든 말든 ㅅㅂ,1
내가 말했지 계급이라는 건 같은 사람으로써 따지는 것이지,0
맨 앞일 베마크하고 있는 셔츠 남두 분 근황이 궁금하다,0
햐 봉하마을 뒷산 배경으로 아주 실루엣이 제대로 나왔네,0
ㅅㅏ 회복무요원ㅠ,0
쟤가 용접 공볼 때마다 7등급 이하나보다 덜 떨어진 새끼라고 생각할 거 아님,1
그 돈으로는 현재 기업들 채무정리하기에 택도 없다고 깔거고,0
이색희이거가입하게 생겼이 아니라 운영하게 생겼네,0
양아치들도 생기부 잘 써 주거나,1
그렇게 작은 병 큰병 운운하면서 마치 무슨 중증 외상이 열악한 건 순리이니 따라야 한다는 식으로 바람잡지 마돌팔이 새끼야,1
지가 무슨 박사학위 있는 마냥 말하네,0
저건 혁명 이야,0
더불어 다카끼마사오 해외계좌 찾으면 대박일텐데,0
하나를 가르챠 주면 하나라도 알면 모를까알긴커녕 지랄부터 하고 보는 게 한국인임을 잘 보여주는 예구나,1
ㅁㅈㅎ 누른 전라도 씹버러지만도 못한 놈들은 저걸 실제로 봤거나 알고 있고 또는 직접 실행에 옮길 수 있는 잠재적 개 쓰레기 새끼들임,1
이마저도 최근 미국 민영 셰일 개스업체들에 의해서 무너지고 있다,0
하꿈의 계약직이네,0
전 세계 어디도 저렇게 돈 많이 들어가서 적자보는 의료시스템은 없음고로 이국종 또 라이,1
ㅋㅋ짤좆되노ㅎㅎㅍ,1
븅신아꼭 풀어 말해야 되냐 개인과 개인의 성격에 관한 문제란 말이지 거기서 인간을 나누고 지랄은 뭔 개소리 빠노껒 여라,1
화장실에 간다,0
똥남아갈 때 가끔씩만 비지니스 탔는 디얼마 전 벳남갈 때 국적기 이코탔는 디티켓팅할 때 앞에 베트콩 할매할 배 딱 봐도 한국시골 시 집간 딸 내 미집 와서 존 니농사짓고 본 국가는 사람처럼 보였는디암내가 시박 쩔더라탈 때 설마 했는디 내두 줄 앞인대도 살짝 냄새옴만석 인디 만약 내 옆자리였 음진짜 뱅기 뛰어내렸음이 후로 똥남아 갈 땐 무조건 비지니스 탈꺼다,1
네 다음 시골,0
현재 지금 부동산 살시기 절대 절대 아니야 갖가지 규제가 발목 잡는다,0
네겐 다른 선생이 필요 없으니 성령님께서 네 선생님이다,0
순경이 하는 게 아니얌 경찰대 출신 엘리트들이 하는 거지,0
목 매달고 자살해라,1
깨끗한나라 화장지도 손절했습니다,0
그래도 개돼지들은 가만히 있자 나지들이 지옥으로 입문하는 지도 모르고 월 몇 푼 주니까 좋다고 아가리처닫ㅋㅋ,1
야 꿀벌,0
컷트는 이발사가 훨씬 우월함,0
나는 분명히 말했다 사회 어디나 모순이 있고 암막에 가려진 데가 있다고 의료나 징병 모두 국민 재산생명에 결정적으러 엮인 거라 당연히 희생을 한 거다 그걸 의무라는 표현으로 듣기 좋게 묶어둔 거 다니말대로 인정하자고 뭘 인정하는데 결국 다 돈이라고,0
지들이 좋다는데 왜 난리 임ㅋ,0
서열 1위 네 좆냥이 찍소리도 못 ㅋ,1
정부에 반항할 수 없는 한국 기업 삼성은 법원에서 발부한 강제명령서만 있으면 보안 다 풀어주겠지 괜히 좌익 네임드들이 아이폰 쓰는 게 아니군이 재명도 스마트폰은 죽어도 지켜라라고 말하지 않았나 폰 하나 뺏기면 이제 영혼까지 탈탈 털리는 시대 다폰 안에 들어있는 혐의와 무관한 모든 개인정보들 다 뒤져본다,0
